0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.679891237730029673e-18
4.120920625202774151e-06 3.014441785306006816e-01 0.000000000000000000e+00 4.075381402590326131e-19
8.241841250405548301e-06 6.028883570612013632e-01 0.000000000000000000e+00 8.730187152310268526e-19
1.236276187560832160e-05 9.043325355918020447e-01 0.000000000000000000e+00 4.075376033017903827e-19
2.610603768868536845e-01 -1.507185204433519610e-01 0.000000000000000000e+00 4.098558630711229186e-19
2.610644978074788680e-01 1.507256580872487206e-01 0.000000000000000000e+00 4.083547992712977161e-19
2.610686187281041071e-01 4.521698366178493744e-01 0.000000000000000000e+00 6.423045610868766654e-19
2.610727396487292906e-01 7.536140151484500560e-01 0.000000000000000000e+00 6.388234707108102443e-19
5.221207537737073689e-01 -3.014370408867039219e-01 0.000000000000000000e+00 8.800100304069897466e-19
5.221248746943325525e-01 7.137643896759637840e-06 0.000000000000000000e+00 6.387791432953978005e-19
5.221289956149577360e-01 3.014513161744974412e-01 0.000000000000000000e+00 8.778600356055703776e-19
5.221331165355830306e-01 6.028954947050981783e-01 0.000000000000000000e+00 6.387901187069441043e-19
7.831811306605610534e-01 -4.521555613300558552e-01 0.000000000000000000e+00 4.098547711589243834e-19
7.831852515811862370e-01 -1.507113827994551736e-01 0.000000000000000000e+00 6.388224630943196925e-19
7.831893725018114205e-01 1.507327957311455080e-01 0.000000000000000000e+00 6.423156729200682061e-19
7.831934934224367151e-01 4.521769742617461896e-01 0.000000000000000000e+00 4.083466374100032122e-19
