#This is a map from kgrid to index of gkk and Acv
# grid_1 grid_2 grid_3 Q k_acv q k_gkk
  0.750000    0.500000    0.000000    42    114    114    114
  0.750000    0.583333    0.000000    41    115    115    115
  0.750000    0.666667    0.000000    40    116    116    116
  0.750000    0.750000    0.000000    39    117    117    117
  0.750000    0.833333    0.000000    38    118    118    118
  0.750000    0.916667    0.000000    37    119    119    119
  0.833333    0.000000    0.000000    24    120    120    120
  0.833333    0.083333    0.000000    35    121    121    121
  0.833333    0.166667    0.000000    34    122    122    122
  0.833333    0.250000    0.000000    33    123    123    123
  0.833333    0.333333    0.000000    32    124    124    124
  0.833333    0.416667    0.000000    31    125    125    125
  0.833333    0.500000    0.000000    30    126    126    126
  0.833333    0.583333    0.000000    29    127    127    127
  0.833333    0.666667    0.000000    28    128    128    128
  0.833333    0.750000    0.000000    27    129    129    129
  0.833333    0.833333    0.000000    26    130    130    130
  0.833333    0.916667    0.000000    25    131    131    131
  0.916667    0.000000    0.000000    12    132    132    132
  0.916667    0.083333    0.000000    23    133    133    133
  0.916667    0.166667    0.000000    22    134    134    134
  0.916667    0.250000    0.000000    21    135    135    135
  0.916667    0.333333    0.000000    20    136    136    136
  0.916667    0.416667    0.000000    19    137    137    137
  0.916667    0.500000    0.000000    18    138    138    138
  0.916667    0.583333    0.000000    17    139    139    139
  0.916667    0.666667    0.000000    16    140    140    140
  0.916667    0.750000    0.000000    15    141    141    141
  0.916667    0.833333    0.000000    14    142    142    142
  0.916667    0.916667    0.000000    13    143    143    143
