0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.679891237730029673e-18
0.000000000000000000e+00 2.500000000000000000e-01 0.000000000000000000e+00 4.075381402590326131e-19
0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00 8.730187152310268526e-19
0.000000000000000000e+00 7.500000000000000000e-01 0.000000000000000000e+00 4.075376033017903827e-19
2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.098558630711229186e-19
2.500000000000000000e-01 2.500000000000000000e-01 0.000000000000000000e+00 4.083547992712977161e-19
2.500000000000000000e-01 5.000000000000000000e-01 0.000000000000000000e+00 6.423045610868766654e-19
2.500000000000000000e-01 7.500000000000000000e-01 0.000000000000000000e+00 6.388234707108102443e-19
5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 8.800100304069897466e-19
5.000000000000000000e-01 2.500000000000000000e-01 0.000000000000000000e+00 6.387791432953978005e-19
5.000000000000000000e-01 5.000000000000000000e-01 0.000000000000000000e+00 8.778600356055703776e-19
5.000000000000000000e-01 7.500000000000000000e-01 0.000000000000000000e+00 6.387901187069441043e-19
7.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 4.098547711589243834e-19
7.500000000000000000e-01 2.500000000000000000e-01 0.000000000000000000e+00 6.388224630943196925e-19
7.500000000000000000e-01 5.000000000000000000e-01 0.000000000000000000e+00 6.423156729200682061e-19
7.500000000000000000e-01 7.500000000000000000e-01 0.000000000000000000e+00 4.083466374100032122e-19
